sampleid	env	subject	bodysite	dataset
Tongue.dorsum__765094712	Tongue dorsum	765094712	Tongue dorsum	HMP
Anterior.nares__765135172	Anterior nares	765135172	Anterior nares	HMP
Attached.Keratinized.gingiva__765135172	Attached/Keratinized gingiva	765135172	Attached/Keratinized gingiva	HMP
Buccal.mucosa__765135172	Buccal mucosa	765135172	Buccal mucosa	HMP
Hard.palate__765135172	Hard palate	765135172	Hard palate	HMP
L_Antecubital.fossa__765135172	L_Antecubital fossa	765135172	L_Antecubital fossa	HMP
Palatine.Tonsils__765135172	Palatine Tonsils	765135172	Palatine Tonsils	HMP
Retroauricular.crease__765135172	Retroauricular crease	765135172	Retroauricular crease	HMP
Saliva__765135172	Saliva	765135172	Saliva	HMP
Stool__765135172	Stool	765135172	Stool	HMP
Subgingival.plaque__765135172	Subgingival plaque	765135172	Subgingival plaque	HMP
Supragingival.plaque__765135172	Supragingival plaque	765135172	Supragingival plaque	HMP
Throat__765135172	Throat	765135172	Throat	HMP
Tongue.dorsum__765135172	Tongue dorsum	765135172	Tongue dorsum	HMP
Anterior.nares__765155402	Anterior nares	765155402	Anterior nares	HMP
Attached.Keratinized.gingiva__765155402	Attached/Keratinized gingiva	765155402	Attached/Keratinized gingiva	HMP
Buccal.mucosa__765155402	Buccal mucosa	765155402	Buccal mucosa	HMP
Hard.palate__765155402	Hard palate	765155402	Hard palate	HMP
L_Antecubital.fossa__765155402	L_Antecubital fossa	765155402	L_Antecubital fossa	HMP
Palatine.Tonsils__765155402	Palatine Tonsils	765155402	Palatine Tonsils	HMP
R_Antecubital.fossa__765155402	R_Antecubital fossa	765155402	R_Antecubital fossa	HMP
Retroauricular.crease__765155402	Retroauricular crease	765155402	Retroauricular crease	HMP
Saliva__765155402	Saliva	765155402	Saliva	HMP
Stool__765155402	Stool	765155402	Stool	HMP
Subgingival.plaque__765155402	Subgingival plaque	765155402	Subgingival plaque	HMP
Supragingival.plaque__765155402	Supragingival plaque	765155402	Supragingival plaque	HMP
Throat__765155402	Throat	765155402	Throat	HMP
Tongue.dorsum__765155402	Tongue dorsum	765155402	Tongue dorsum	HMP
Anterior.nares__765195863	Anterior nares	765195863	Anterior nares	HMP
Attached.Keratinized.gingiva__765195863	Attached/Keratinized gingiva	765195863	Attached/Keratinized gingiva	HMP
Buccal.mucosa__765195863	Buccal mucosa	765195863	Buccal mucosa	HMP
Hard.palate__765195863	Hard palate	765195863	Hard palate	HMP
L_Antecubital.fossa__765195863	L_Antecubital fossa	765195863	L_Antecubital fossa	HMP
Mid.vagina__765195863	Mid vagina	765195863	Mid vagina	HMP
Palatine.Tonsils__765195863	Palatine Tonsils	765195863	Palatine Tonsils	HMP
Posterior.fornix__765195863	Posterior fornix	765195863	Posterior fornix	HMP
R_Antecubital.fossa__765195863	R_Antecubital fossa	765195863	R_Antecubital fossa	HMP
Retroauricular.crease__765195863	Retroauricular crease	765195863	Retroauricular crease	HMP
Saliva__765195863	Saliva	765195863	Saliva	HMP
Stool__765195863	Stool	765195863	Stool	HMP
Subgingival.plaque__765195863	Subgingival plaque	765195863	Subgingival plaque	HMP
Supragingival.plaque__765195863	Supragingival plaque	765195863	Supragingival plaque	HMP
Throat__765195863	Throat	765195863	Throat	HMP
Tongue.dorsum__765195863	Tongue dorsum	765195863	Tongue dorsum	HMP
Vaginal.introitus__765195863	Vaginal introitus	765195863	Vaginal introitus	HMP
Anterior.nares__765216093	Anterior nares	765216093	Anterior nares	HMP
Attached.Keratinized.gingiva__765216093	Attached/Keratinized gingiva	765216093	Attached/Keratinized gingiva	HMP
Buccal.mucosa__765216093	Buccal mucosa	765216093	Buccal mucosa	HMP
Hard.palate__765216093	Hard palate	765216093	Hard palate	HMP
L_Antecubital.fossa__765216093	L_Antecubital fossa	765216093	L_Antecubital fossa	HMP
Palatine.Tonsils__765216093	Palatine Tonsils	765216093	Palatine Tonsils	HMP
R_Antecubital.fossa__765216093	R_Antecubital fossa	765216093	R_Antecubital fossa	HMP
Retroauricular.crease__765216093	Retroauricular crease	765216093	Retroauricular crease	HMP
Saliva__765216093	Saliva	765216093	Saliva	HMP
Stool__765216093	Stool	765216093	Stool	HMP
Subgingival.plaque__765216093	Subgingival plaque	765216093	Subgingival plaque	HMP
Supragingival.plaque__765216093	Supragingival plaque	765216093	Supragingival plaque	HMP
Throat__765216093	Throat	765216093	Throat	HMP
Tongue.dorsum__765216093	Tongue dorsum	765216093	Tongue dorsum	HMP
Attached.Keratinized.gingiva__765256553	Attached/Keratinized gingiva	765256553	Attached/Keratinized gingiva	HMP
Buccal.mucosa__765256553	Buccal mucosa	765256553	Buccal mucosa	HMP
Hard.palate__765256553	Hard palate	765256553	Hard palate	HMP
Mid.vagina__765256553	Mid vagina	765256553	Mid vagina	HMP
Palatine.Tonsils__765256553	Palatine Tonsils	765256553	Palatine Tonsils	HMP
Posterior.fornix__765256553	Posterior fornix	765256553	Posterior fornix	HMP
R_Antecubital.fossa__765256553	R_Antecubital fossa	765256553	R_Antecubital fossa	HMP
Retroauricular.crease__765256553	Retroauricular crease	765256553	Retroauricular crease	HMP
Saliva__765256553	Saliva	765256553	Saliva	HMP
Stool__765256553	Stool	765256553	Stool	HMP
Supragingival.plaque__765256553	Supragingival plaque	765256553	Supragingival plaque	HMP
Throat__765256553	Throat	765256553	Throat	HMP
Tongue.dorsum__765256553	Tongue dorsum	765256553	Tongue dorsum	HMP
Vaginal.introitus__765256553	Vaginal introitus	765256553	Vaginal introitus	HMP
Anterior.nares__765276783	Anterior nares	765276783	Anterior nares	HMP
Attached.Keratinized.gingiva__765276783	Attached/Keratinized gingiva	765276783	Attached/Keratinized gingiva	HMP
Buccal.mucosa__765276783	Buccal mucosa	765276783	Buccal mucosa	HMP
Hard.palate__765276783	Hard palate	765276783	Hard palate	HMP
L_Antecubital.fossa__765276783	L_Antecubital fossa	765276783	L_Antecubital fossa	HMP
Palatine.Tonsils__765276783	Palatine Tonsils	765276783	Palatine Tonsils	HMP
R_Antecubital.fossa__765276783	R_Antecubital fossa	765276783	R_Antecubital fossa	HMP
Retroauricular.crease__765276783	Retroauricular crease	765276783	Retroauricular crease	HMP
Saliva__765276783	Saliva	765276783	Saliva	HMP
Stool__765276783	Stool	765276783	Stool	HMP
Subgingival.plaque__765276783	Subgingival plaque	765276783	Subgingival plaque	HMP
Supragingival.plaque__765276783	Supragingival plaque	765276783	Supragingival plaque	HMP
Throat__765276783	Throat	765276783	Throat	HMP
Tongue.dorsum__765276783	Tongue dorsum	765276783	Tongue dorsum	HMP
Attached.Keratinized.gingiva__765317243	Attached/Keratinized gingiva	765317243	Attached/Keratinized gingiva	HMP
Buccal.mucosa__765317243	Buccal mucosa	765317243	Buccal mucosa	HMP
Hard.palate__765317243	Hard palate	765317243	Hard palate	HMP
Mid.vagina__765317243	Mid vagina	765317243	Mid vagina	HMP
Palatine.Tonsils__765317243	Palatine Tonsils	765317243	Palatine Tonsils	HMP
Posterior.fornix__765317243	Posterior fornix	765317243	Posterior fornix	HMP
Retroauricular.crease__765317243	Retroauricular crease	765317243	Retroauricular crease	HMP
Stool__765317243	Stool	765317243	Stool	HMP
Subgingival.plaque__765317243	Subgingival plaque	765317243	Subgingival plaque	HMP
Supragingival.plaque__765317243	Supragingival plaque	765317243	Supragingival plaque	HMP
Throat__765317243	Throat	765317243	Throat	HMP
Tongue.dorsum__765317243	Tongue dorsum	765317243	Tongue dorsum	HMP
Vaginal.introitus__765317243	Vaginal introitus	765317243	Vaginal introitus	HMP
Anterior.nares__765337473	Anterior nares	765337473	Anterior nares	HMP
Attached.Keratinized.gingiva__765337473	Attached/Keratinized gingiva	765337473	Attached/Keratinized gingiva	HMP
Buccal.mucosa__765337473	Buccal mucosa	765337473	Buccal mucosa	HMP
Hard.palate__765337473	Hard palate	765337473	Hard palate	HMP
L_Antecubital.fossa__765337473	L_Antecubital fossa	765337473	L_Antecubital fossa	HMP
Mid.vagina__765337473	Mid vagina	765337473	Mid vagina	HMP
Palatine.Tonsils__765337473	Palatine Tonsils	765337473	Palatine Tonsils	HMP
Posterior.fornix__765337473	Posterior fornix	765337473	Posterior fornix	HMP
R_Antecubital.fossa__765337473	R_Antecubital fossa	765337473	R_Antecubital fossa	HMP
Retroauricular.crease__765337473	Retroauricular crease	765337473	Retroauricular crease	HMP
Saliva__765337473	Saliva	765337473	Saliva	HMP
Stool__765337473	Stool	765337473	Stool	HMP
Subgingival.plaque__765337473	Subgingival plaque	765337473	Subgingival plaque	HMP
Supragingival.plaque__765337473	Supragingival plaque	765337473	Supragingival plaque	HMP
Throat__765337473	Throat	765337473	Throat	HMP
Tongue.dorsum__765337473	Tongue dorsum	765337473	Tongue dorsum	HMP
Vaginal.introitus__765337473	Vaginal introitus	765337473	Vaginal introitus	HMP
Attached.Keratinized.gingiva__765377934	Attached/Keratinized gingiva	765377934	Attached/Keratinized gingiva	HMP
Buccal.mucosa__765377934	Buccal mucosa	765377934	Buccal mucosa	HMP
Hard.palate__765377934	Hard palate	765377934	Hard palate	HMP
L_Antecubital.fossa__765377934	L_Antecubital fossa	765377934	L_Antecubital fossa	HMP
Palatine.Tonsils__765377934	Palatine Tonsils	765377934	Palatine Tonsils	HMP
R_Antecubital.fossa__765377934	R_Antecubital fossa	765377934	R_Antecubital fossa	HMP
Retroauricular.crease__765377934	Retroauricular crease	765377934	Retroauricular crease	HMP
Saliva__765377934	Saliva	765377934	Saliva	HMP
Throat__765377934	Throat	765377934	Throat	HMP
Tongue.dorsum__765377934	Tongue dorsum	765377934	Tongue dorsum	HMP
R_Antecubital.fossa__765398164	R_Antecubital fossa	765398164	R_Antecubital fossa	HMP
Retroauricular.crease__765398164	Retroauricular crease	765398164	Retroauricular crease	HMP
L_Antecubital.fossa__765519544	L_Antecubital fossa	765519544	L_Antecubital fossa	HMP
R_Antecubital.fossa__765519544	R_Antecubital fossa	765519544	R_Antecubital fossa	HMP
Retroauricular.crease__765519544	Retroauricular crease	765519544	Retroauricular crease	HMP
R_Antecubital.fossa__765539774	R_Antecubital fossa	765539774	R_Antecubital fossa	HMP
Retroauricular.crease__765539774	Retroauricular crease	765539774	Retroauricular crease	HMP
Throat__765539774	Throat	765539774	Throat	HMP
Anterior.nares__765560005	Anterior nares	765560005	Anterior nares	HMP
Attached.Keratinized.gingiva__765560005	Attached/Keratinized gingiva	765560005	Attached/Keratinized gingiva	HMP
Buccal.mucosa__765560005	Buccal mucosa	765560005	Buccal mucosa	HMP
Hard.palate__765560005	Hard palate	765560005	Hard palate	HMP
L_Antecubital.fossa__765560005	L_Antecubital fossa	765560005	L_Antecubital fossa	HMP
Palatine.Tonsils__765560005	Palatine Tonsils	765560005	Palatine Tonsils	HMP
R_Antecubital.fossa__765560005	R_Antecubital fossa	765560005	R_Antecubital fossa	HMP
Retroauricular.crease__765560005	Retroauricular crease	765560005	Retroauricular crease	HMP
Subgingival.plaque__765560005	Subgingival plaque	765560005	Subgingival plaque	HMP
Supragingival.plaque__765560005	Supragingival plaque	765560005	Supragingival plaque	HMP
Throat__765560005	Throat	765560005	Throat	HMP
Tongue.dorsum__765560005	Tongue dorsum	765560005	Tongue dorsum	HMP
L_Antecubital.fossa__765620695	L_Antecubital fossa	765620695	L_Antecubital fossa	HMP
R_Antecubital.fossa__765620695	R_Antecubital fossa	765620695	R_Antecubital fossa	HMP
Retroauricular.crease__765620695	Retroauricular crease	765620695	Retroauricular crease	HMP
Retroauricular.crease__765640925	Retroauricular crease	765640925	Retroauricular crease	HMP
Mid.vagina__765661155	Mid vagina	765661155	Mid vagina	HMP
Posterior.fornix__765661155	Posterior fornix	765661155	Posterior fornix	HMP
Retroauricular.crease__765661155	Retroauricular crease	765661155	Retroauricular crease	HMP
Stool__765661155	Stool	765661155	Stool	HMP
Anterior.nares__765701615	Anterior nares	765701615	Anterior nares	HMP
Attached.Keratinized.gingiva__765701615	Attached/Keratinized gingiva	765701615	Attached/Keratinized gingiva	HMP
Buccal.mucosa__765701615	Buccal mucosa	765701615	Buccal mucosa	HMP
Hard.palate__765701615	Hard palate	765701615	Hard palate	HMP
L_Antecubital.fossa__765701615	L_Antecubital fossa	765701615	L_Antecubital fossa	HMP
Palatine.Tonsils__765701615	Palatine Tonsils	765701615	Palatine Tonsils	HMP
R_Antecubital.fossa__765701615	R_Antecubital fossa	765701615	R_Antecubital fossa	HMP
Retroauricular.crease__765701615	Retroauricular crease	765701615	Retroauricular crease	HMP
Saliva__765701615	Saliva	765701615	Saliva	HMP
Stool__765701615	Stool	765701615	Stool	HMP
Subgingival.plaque__765701615	Subgingival plaque	765701615	Subgingival plaque	HMP
Supragingival.plaque__765701615	Supragingival plaque	765701615	Supragingival plaque	HMP
Tongue.dorsum__765701615	Tongue dorsum	765701615	Tongue dorsum	HMP
R_Antecubital.fossa__857980665	R_Antecubital fossa	857980665	R_Antecubital fossa	HMP
Retroauricular.crease__857980665	Retroauricular crease	857980665	Retroauricular crease	HMP
Anterior.nares__861967750	Anterior nares	861967750	Anterior nares	HMP
Attached.Keratinized.gingiva__861967750	Attached/Keratinized gingiva	861967750	Attached/Keratinized gingiva	HMP
Buccal.mucosa__861967750	Buccal mucosa	861967750	Buccal mucosa	HMP
Hard.palate__861967750	Hard palate	861967750	Hard palate	HMP
L_Antecubital.fossa__861967750	L_Antecubital fossa	861967750	L_Antecubital fossa	HMP
Palatine.Tonsils__861967750	Palatine Tonsils	861967750	Palatine Tonsils	HMP
R_Antecubital.fossa__861967750	R_Antecubital fossa	861967750	R_Antecubital fossa	HMP
Retroauricular.crease__861967750	Retroauricular crease	861967750	Retroauricular crease	HMP
Saliva__861967750	Saliva	861967750	Saliva	HMP
Stool__861967750	Stool	861967750	Stool	HMP
Subgingival.plaque__861967750	Subgingival plaque	861967750	Subgingival plaque	HMP
Supragingival.plaque__861967750	Supragingival plaque	861967750	Supragingival plaque	HMP
Throat__861967750	Throat	861967750	Throat	HMP
Tongue.dorsum__861967750	Tongue dorsum	861967750	Tongue dorsum	HMP
Attached.Keratinized.gingiva__863126187	Attached/Keratinized gingiva	863126187	Attached/Keratinized gingiva	HMP
Buccal.mucosa__863126187	Buccal mucosa	863126187	Buccal mucosa	HMP
Hard.palate__863126187	Hard palate	863126187	Hard palate	HMP
Palatine.Tonsils__863126187	Palatine Tonsils	863126187	Palatine Tonsils	HMP
Retroauricular.crease__863126187	Retroauricular crease	863126187	Retroauricular crease	HMP
Subgingival.plaque__863126187	Subgingival plaque	863126187	Subgingival plaque	HMP
Throat__863126187	Throat	863126187	Throat	HMP
Anterior.nares__866653606	Anterior nares	866653606	Anterior nares	HMP
Attached.Keratinized.gingiva__866653606	Attached/Keratinized gingiva	866653606	Attached/Keratinized gingiva	HMP
Buccal.mucosa__866653606	Buccal mucosa	866653606	Buccal mucosa	HMP
Hard.palate__866653606	Hard palate	866653606	Hard palate	HMP
L_Antecubital.fossa__866653606	L_Antecubital fossa	866653606	L_Antecubital fossa	HMP
Mid.vagina__866653606	Mid vagina	866653606	Mid vagina	HMP
Palatine.Tonsils__866653606	Palatine Tonsils	866653606	Palatine Tonsils	HMP
Posterior.fornix__866653606	Posterior fornix	866653606	Posterior fornix	HMP
R_Antecubital.fossa__866653606	R_Antecubital fossa	866653606	R_Antecubital fossa	HMP
Retroauricular.crease__866653606	Retroauricular crease	866653606	Retroauricular crease	HMP
Saliva__866653606	Saliva	866653606	Saliva	HMP
Stool__866653606	Stool	866653606	Stool	HMP
Subgingival.plaque__866653606	Subgingival plaque	866653606	Subgingival plaque	HMP
Supragingival.plaque__866653606	Supragingival plaque	866653606	Supragingival plaque	HMP
Throat__866653606	Throat	866653606	Throat	HMP
Tongue.dorsum__866653606	Tongue dorsum	866653606	Tongue dorsum	HMP
Vaginal.introitus__866653606	Vaginal introitus	866653606	Vaginal introitus	HMP
Anterior.nares__872848689	Anterior nares	872848689	Anterior nares	HMP
Attached.Keratinized.gingiva__872848689	Attached/Keratinized gingiva	872848689	Attached/Keratinized gingiva	HMP
Buccal.mucosa__872848689	Buccal mucosa	872848689	Buccal mucosa	HMP
Hard.palate__872848689	Hard palate	872848689	Hard palate	HMP
L_Antecubital.fossa__872848689	L_Antecubital fossa	872848689	L_Antecubital fossa	HMP
Mid.vagina__872848689	Mid vagina	872848689	Mid vagina	HMP
Palatine.Tonsils__872848689	Palatine Tonsils	872848689	Palatine Tonsils	HMP
Posterior.fornix__872848689	Posterior fornix	872848689	Posterior fornix	HMP
R_Antecubital.fossa__872848689	R_Antecubital fossa	872848689	R_Antecubital fossa	HMP
Retroauricular.crease__872848689	Retroauricular crease	872848689	Retroauricular crease	HMP
Saliva__872848689	Saliva	872848689	Saliva	HMP
Stool__872848689	Stool	872848689	Stool	HMP
Subgingival.plaque__872848689	Subgingival plaque	872848689	Subgingival plaque	HMP
Supragingival.plaque__872848689	Supragingival plaque	872848689	Supragingival plaque	HMP
Throat__872848689	Throat	872848689	Throat	HMP
Tongue.dorsum__872848689	Tongue dorsum	872848689	Tongue dorsum	HMP
Vaginal.introitus__872848689	Vaginal introitus	872848689	Vaginal introitus	HMP
Anterior.nares__875002022	Anterior nares	875002022	Anterior nares	HMP
L_Antecubital.fossa__875002022	L_Antecubital fossa	875002022	L_Antecubital fossa	HMP
R_Antecubital.fossa__875002022	R_Antecubital fossa	875002022	R_Antecubital fossa	HMP
Vaginal.introitus__875002022	Vaginal introitus	875002022	Vaginal introitus	HMP
Anterior.nares__901775393	Anterior nares	901775393	Anterior nares	HMP
Stool__901775393	Stool	901775393	Stool	HMP
Mid.vagina__937495960	Mid vagina	937495960	Mid vagina	HMP
Posterior.fornix__937495960	Posterior fornix	937495960	Posterior fornix	HMP
Retroauricular.crease__937495960	Retroauricular crease	937495960	Retroauricular crease	HMP
Vaginal.introitus__937495960	Vaginal introitus	937495960	Vaginal introitus	HMP
Anterior.nares__938202701	Anterior nares	938202701	Anterior nares	HMP
Attached.Keratinized.gingiva__953045535	Attached/Keratinized gingiva	953045535	Attached/Keratinized gingiva	HMP
Buccal.mucosa__953045535	Buccal mucosa	953045535	Buccal mucosa	HMP
L_Antecubital.fossa__953045535	L_Antecubital fossa	953045535	L_Antecubital fossa	HMP
Mid.vagina__953045535	Mid vagina	953045535	Mid vagina	HMP
Palatine.Tonsils__953045535	Palatine Tonsils	953045535	Palatine Tonsils	HMP
Posterior.fornix__953045535	Posterior fornix	953045535	Posterior fornix	HMP
R_Antecubital.fossa__953045535	R_Antecubital fossa	953045535	R_Antecubital fossa	HMP
Retroauricular.crease__953045535	Retroauricular crease	953045535	Retroauricular crease	HMP
Subgingival.plaque__953045535	Subgingival plaque	953045535	Subgingival plaque	HMP
Supragingival.plaque__953045535	Supragingival plaque	953045535	Supragingival plaque	HMP
Tongue.dorsum__953045535	Tongue dorsum	953045535	Tongue dorsum	HMP
positive.control__NA	positive control	NA	positive control	HMP
water.blank__NA	water blank	NA	water blank	HMP
